idimplantation,usual_name,Vocable,lat,lng,location_granularity,Diocese,nbfact,date_startC_Fact,date_stopC_Fact,DureeSFact,date_startStatut,date_stopStatut,DureeStatut
2268,"Antoing, Notre-Dame (école interne)",Notre-Dame (école interne),50.5672729,3.4513915,rue,Cambrai,3,1260,1800,540,NA,NA,NA
2269,"Maubeuge, Saint-Quentin (école interne)",Saint-Quentin (école interne),50.277808131,3.9741110801,commune,Cambrai,3,1279,1800,521,NA,NA,NA
2270,"Mons, Saint-Germain (école interne)",Saint-Germain (école interne),50.453043482,3.949187994,precise,Cambrai,3,1195,1195,0,NA,NA,NA
2271,"Leuze-en-Hainaut, Saint-Pierre (école interne)",Saint-Pierre (école interne),50.6000942,3.6262371,rue,Cambrai,3,1106,1800,694,NA,NA,NA
2272,"Châtellerault, Notre-Dame",Notre-Dame,46.814136754,0.5463573797,precise,Poitiers,5,1196,1768,572,1196,1768,572
2273,"Lyon, Lyon (école externe)",Lyon (école externe),45.766542798,4.8272261348,precise,Lyon,3,1359,1800,441,1359,1800,441
2274,"Bruxelles, Sainte-Gudule (école interne)",Sainte-Gudule (école interne),50.847806657,4.3600541353,precise,Cambrai,3,1095,1800,705,NA,NA,NA
2275,"Rouen, Saint-Cande-le Vieil (école interne)",Saint-Cande-le Vieil (école interne),49.443232,1.099971,approximative,Lisieux,2,1469,1469,0,NA,NA,NA
2276,"Orléans, Saint-Samson",Saint Samson,47.902964,1.909251,rue,Orléans,1,NA,NA,NA,Inf,-Inf,NA
2277,"Chartres, Saint-Serge-et-Saint-Bacche",Saint-Serge-et-Saint-Bacche,48.448368583,1.487789154,precise,Chartres,3,NA,NA,NA,Inf,-Inf,NA
2278,"Nogent-le-Rotrou, Saint-Etienne",Saint Etienne,48.321762,0.8217759,rue,Chartres,1,NA,NA,NA,NA,NA,NA
2279,"Chartres, Saint-Martin",Saint Martin,48.437579005,1.4940816164,precise,Chartres,7,950,1800,850,950,1800,850
2280,"Lobbes, Saint-Ursmer (école interne)",Saint-Ursmer (école interne),50.3520052,4.2665184,rue,Cambrai,3,1100,1800,700,NA,NA,NA
2281,"Langres, Saint-Ferjeux",Saint-Ferjeux,47.8596455,5.334777,commune,Langres,6,887,1800,913,887,1800,913
2282,"Moiremont, Vocable inconnu",Vocable inconnu,49.133370561,4.8874083716,commune,Reims,5,1074,1789,715,1074,1789,715
2283,"Mello, Notre-Dame",Notre-Dame,49.272737805,2.3637248311,precise,Beauvais,3,1103,1790,687,1103,1790,687
2284,"Verzy, Saint-Basle",Saint-Basle,49.147099,4.16329,rue,Reims,6,550.5,1790,1239.5,501,1790,1289
2285,"Saint-Thierry, Saint-Thierry",Saint-Thierry,49.303705,3.963741,rue,Reims,6,517.5,1777,1259.5,501,1777,1276
2286,"Mouzon, Notre-Dame",Notre-Dame,49.605524016,5.0759534464,commune,Reims,8,650.5,1800,1149.5,601,1800,1199
2287,"Arzillières-Neuville, Vocable inconnu",Vocable inconnu,48.644897,4.588984,rue,Châlons,2,NA,NA,NA,Inf,-Inf,NA
2288,"Clermont, Notre-Dame",Notre-Dame,49.380914409,2.4199063811,precise,Beauvais,2,NA,1790,NA,Inf,1790,NA
2289,"Gerberoy, Saint-Pierre",Saint Pierre,49.533801119,1.8493549261,precise,Beauvais,3,1790,1790,0,Inf,1790,NA
2290,"Picquigny, Saint-Pierre",Saint Pierre,49.94288133,2.14237285,precise,Amiens,3,1066,1790,724,1066,1790,724
2291,"Vignacourt, Saint-Firmin",Saint-Firmin,50.01174294,2.1965481076,precise,Amiens,3,1216,1800,584,1216,1800,584
2292,"Beauvais, Saint-Nicolas",Saint Nicolas,49.431908127,2.0787776742,precise,Beauvais,3,1078,1800,722,1078,1800,722
2293,"Poitiers, Notre-Dame-la-Grande",Notre-Dame-la-Grande,46.583340329,0.3441540417,commune,Poitiers,3,1007,1790,783,924,1790,866
2294,"Beauvais, Saint-Barthélemy",Saint Barthélemy,49.431522618,2.0821170244,precise,Beauvais,2,NA,NA,NA,Inf,-Inf,NA
2295,"Mouchy-le-Châtel, Notre-Dame",Notre-Dame,49.327245644,2.2525526319,commune,Beauvais,3,NA,1790,NA,Inf,1790,NA
2296,"Le-Puy-en-Velay, Saint-Pierre-la-Tour",Saint-Pierre-la-Tour,45.044850999,3.8860930785,precise,Le Puy,3,1239,1790,551,1239,1790,551
2297,"Fouilloy, Saint-Mathieu",Saint-Mathieu,49.90052055,2.5026149783,precise,Amiens,2,1219,1790,571,1219,1790,571
2298,"Longpré-les-Corps-Saints, Notre-Dame",Notre-Dame,50.012825392,1.9902862344,precise,Amiens,3,1190,1790,600,1190,1790,600
2299,"Guerande, Saint-Aubin",Saint Aubin,47.328076806,-2.42905609,rue,Nantes,2,NA,NA,NA,Inf,-Inf,NA
2300,"Vitre, Sainte-Marie-Madeleine",Sainte Marie-Madeleine,48.1243709,-1.214415,approximative,Rennes,1,NA,NA,NA,Inf,-Inf,NA
2301,"Thouars, Notre-Dame-du-Château",Notre-Dame-du-Château,46.971640978,-0.217063958,precise,Poitiers,5,1460,1790,330,1460,1790,330
2302,"Mirebeau, Notre-Dame",Notre-Dame,46.785114586,0.1821029153,precise,Poitiers,4,1201,1790,589,1201,1790,589
2303,"Vernon, Notre-Dame",Notre-Dame,49.093428115,1.4866974991,precise,Evreux,4,1152,1790,638,1152,1790,638
2304,"Montmorillon, Notre-Dame",Notre-Dame,46.426140109,0.8665110332,precise,Poitiers,3,1226,1790,564,Inf,1790,NA
2305,"Lyon, Saint-Jean-Baptiste (chapitre cathédral)",Saint-Jean-Baptiste (chapitre cathédral),45.7609102,4.8277035679999996,precise,Lyon,3,NA,NA,NA,Inf,-Inf,NA
2306,"Valdivienne, Notre-Dame-de-Morthemer",Notre-Dame-de-Morthemer,46.474749066,0.6128989122,precise,Poitiers,2,1223,1790,567,1223,1790,567
2307,"Poitiers, Saint-Hilaire-le-Grand",Saint-Hilaire-le-Grand,46.577480412,0.3328809699,commune,Poitiers,4,467.5,1800,1332.5,368,1800,1432
2308,"Ménigoute, Saint-Jean-Baptiste",Saint-Jean-Baptiste,46.495859075,-0.05849249,precise,Poitiers,3,1328,1790,462,1328,1790,462
2309,"Loudun, Saint-Léger",Saint Léger,47.010094784,0.0799609766,commune,Poitiers,3,1773,1790,17,1773,1790,17
2310,"Saint-Maixent-L'Ecole, Saint-Léger",Saint Léger,46.410891437,-0.204025963,precise,Poitiers,2,1070,1800,730,1070,1800,730
2311,"Champigny-sur-Veude, Saint-Louis",Saint-Louis,47.066621447,0.3181753544,precise,Poitiers,4,1499,1790,291,1499,1790,291
2312,"Oiron, Saint-Maurice",Saint Maurice,46.950823859,-0.078753041,precise,Poitiers,3,1513,1790,277,1513,1790,277
2313,"Poitiers, Saint-Nicolas",Saint Nicolas,46.579510354,0.3400504386,commune,Poitiers,4,1050,1093,43,1050,1086,36
2314,"Dissay, Saint-Pierre",Saint Pierre,46.699487693,0.428880176,precise,Poitiers,6,1481,1790,309,1481,1790,309
2315,"Thouars, Saint-Pierre-du-Château",Saint-Pierre-du-Château,46.970950975,-0.217291946,precise,Poitiers,2,1098,1790,692,1098,1790,692
2316,"Poitiers, Saint-Pierre-le-Puellier",Saint-Pierre-le-Puellier,46.5789873,0.3455192,precise,Poitiers,2,982,1790,808,982,1790,808
2317,"Nieul-sur-L'Autise, Saint-Vincent",Saint-Vincent,46.422277846,-0.679860117,precise,Poitiers,6,1068,1790,722,1076,1790,714
2318,"Angles-sur-l'Anglin, Sainte-Croix",Sainte Croix,46.695531163,0.8841151761,precise,Poitiers,5,1034,1790,756,1021,1790,769
2319,"Loudun, Sainte-Croix",Sainte Croix,47.007906644,0.0838555158,precise,Poitiers,3,1062,1790,728,1062,1790,728
2320,"Airvault, Saint-Pierre",Saint Pierre,46.826819774,-0.137584657,rue,Poitiers,3,1095,1095,0,Inf,1095,NA
2321,"Matha, Saint-Hérie",Saint-Hérie,45.860765835,-0.323435987,rue,Saintes,2,NA,1790,NA,Inf,1790,NA
2322,"Parthenay, Sainte-Croix",Sainte Croix,46.649152382,-0.251521783,precise,Poitiers,3,1037.5,1790,752.5,1021,1790,769
2323,"Poitiers, Sainte-Radegonde",Sainte Radegonde,46.579990247,0.352078408,commune,Poitiers,4,587,1800,1213,587,1800,1213
2324,"Chauvigny, Saint-Pierre",Saint Pierre,46.570428041,0.6487556147,precise,Poitiers,3,1023,1800,777,1019,1800,781
2325,"Les-Trois-Moutiers, Saint-Laurent",Saint Laurent,47.053431477,0.023856646,precise,Poitiers,3,1184,1782,598,1184,1782,598
2326,"Celle-Lévescault, Sainte-Florence puis Saint-Etienne",Sainte-Florence puis Saint-Etienne,46.42571116,0.1885667742,precise,Poitiers,6,360,1800,1440,360,1800,1440
2327,"Faye-la-Vineuse, Saint-Georges",Saint Georges,46.956931884,0.3412396441,precise,Poitiers,4,1790,1790,0,Inf,1790,NA
2328,"Beaumont-sur-Oise, Notre-Dame-des-Champs",Notre-Dame-des-Champs,49.139148959,2.2835536037,precise,Beauvais,2,NA,NA,NA,Inf,-Inf,NA
2329,"Beauvais, Notre-Dame-du-Châtel",Notre-Dame-du-Châtel,49.433202439,2.0804996524,precise,Beauvais,2,1168.5,1800,631.5,1162,1800,638
2330,"Beauvais, Saint-Vaast-Saint-Etienne",Saint-Vaast-Saint-Etienne,49.428475071,2.0807356868,precise,Beauvais,3,1072,1800,728,1072,1800,728
2331,"Beauvais, Saint-Laurent",Saint Laurent,49.43438857,2.0859981809,precise,Beauvais,4,1045.5,1800,754.5,1033,1800,767
2332,"Beauvais, Saint-Michel",Saint Michel,49.43021954,2.0796359811,precise,Beauvais,2,NA,NA,NA,Inf,-Inf,NA
2333,"Méru, Notre-Dame-de-l'Assomption",Notre-Dame de l'Assomption,49.236009,2.13544,precise,Beauvais,2,NA,NA,NA,Inf,-Inf,NA
2334,"Milly-sur-Therain, Notre-Dame",Notre-Dame,49.501647566,1.9948674474,precise,Beauvais,2,NA,1160.5,NA,Inf,1167,NA
2335,"Bury, Saint-Lucien",Saint-Lucien,49.313173,2.342477,commune,Beauvais,4,1079,1800,721,1079,1800,721
2336,"Abbeville, Saint-Vulfran",Saint-Vulfran,50.104761941,1.8318910632,precise,Amiens,5,1121,1790,669,1121,1790,669
2337,"Perpignan, Saint-Jean-le-Vieux",Saint-Jean-le-Vieux,42.700533445,2.8973275423,precise,Elne,4,1102,1790,688,1102,1790,688
2338,"Douriez, Saint-Riquier",Saint-Riquier,50.332841683,1.8768609796,commune,Amiens,2,1514,1790,276,1505,1790,285
2339,"Bulles, Vocable inconnu",Vocable inconnu,49.45816,2.3263409999,commune,Beauvais,4,1075,1800,725,1075,1800,725
2340,"Nantes, Notre-Dame",Notre-Dame,47.2184616,-1.552416799,rue,Nantes,1,NA,NA,NA,Inf,-Inf,NA
2341,"Saint-Brieuc, Saint-Guillaume",Saint-Guillaume,48.512016798,-2.7590827,rue,Saint-Brieuc,1,NA,NA,NA,Inf,-Inf,NA
2342,"Laval, Saint-Tugal",Saint-Tugal,48.069356767,-0.773436946,precise,Le Mans,2,NA,NA,NA,Inf,-Inf,NA
2343,"Clisson, Notre-Dame",Notre-Dame,47.087618644,-1.281344202,rue,Nantes,1,NA,NA,NA,Inf,-Inf,NA
2344,"Noyelles-sur-Mer, Notre-Dame",Notre-Dame,50.183418747,1.7085335884,precise,Amiens,3,1217,1790,573,1217,1790,573
2345,"Gamaches, Notre-Dame-de-l'Assomption",Notre-Dame de l'Assomption,49.984787534,1.5573830638,precise,Amiens,2,1191,1800,609,1191,1800,609
2346,"Rollot, Sainte-Madeleine",Sainte Madeleine,49.587922434,2.6634241376,precise,Amiens,2,1206,1790,584,1206,1790,584
2347,"Sarcus, Saint-Pierre-Saint-Paul",Saint-Pierre-Saint-Paul,49.685575,1.866795,commune,Amiens,2,1522.5,1790,267.5,1520,1790,270
2348,"Montreuil, Saint-Firmin",Saint-Firmin,50.46585839,1.7635939751,precise,Amiens,2,1117,1790,673,1110,1790,680
2349,"Albert, Saint-Gervais-Saint-Protais-Saint-Riquier",Saint-Gervais-Saint-Protais-Saint-Riquier,50.0035572,2.647701,approximative,Amiens,3,1138,1138,0,Inf,-Inf,NA
2350,"Brioude, Saint-Julien (école interne)",Saint-Julien (école interne),45.293631884,3.3847331997,precise,Clermont,3,NA,NA,NA,NA,NA,NA
2351,"Lyon, Lyon (école interne)",Lyon (école interne),45.764709125,4.8339423862,precise,Lyon,3,NA,NA,NA,NA,NA,NA
2352,"Châteauneuf, Vocable inconnu (église dépendante)",Vocable inconnu (église dépendante),46.212384596,4.2550869217,precise,Mâcon,2,1379,1379,0,Inf,-Inf,NA
2353,"Sexfontaines, Notre-Dame",Notre-Dame,48.201095009,5.0378976256,precise,Langres,6,1009.5,1800,790.5,1000,1800,800
2354,"Saint-Donat-sur-L-Herbasse, Saint-Donat",Saint-Donat,45.122797782,4.982645072,precise,Vienne,5,1105,1800,695,1105,1800,695
2355,"Troo, Saint-Martin",Saint Martin,47.7763774,0.7920742,rue,Le Mans,4,1040,1790,750,1040,1790,750
2356,"Lille, Saint-Pierre (école interne)",Saint-Pierre (école interne),50.642112927,3.0621814727,commune,Tournai,2,1183,1190,7,NA,NA,NA
2357,"Beaumont-le-Roger, Sainte-Trinité",Sainte Trinité,49.082890343,0.775823488,precise,Evreux,4,1075,1791,716,1070,1791,721
2358,"Gaillon, Saint-Antoine",Saint Antoine,49.161183022,1.3304059259,precise,Evreux,4,1205,1737,532,1205,1737,532
2359,"La-Saussaye, Saint-Louis",Saint-Louis,49.258892168,0.9840427486,precise,Evreux,4,1317,1790,473,1317,1790,473
2360,"Chauny, Saint-Momble-Notre-Dame",Saint-Momble-Notre-Dame,49.610810742,3.2191014289,precise,Noyon,4,1135,1800,665,1135,1800,665
2361,"Changy, Vocable inconnu (église dépendante)",Vocable inconnu (église dépendante),46.413701587,4.2358959947,commune,Autun,2,1312,1312,0,Inf,-Inf,NA
2362,"Saint-Martin-de-Lixy, Vocable inconnu (église dépendante)",Vocable inconnu (église dépendante),46.203313822,4.2447929601,precise,Mâcon,2,1412,1412,0,Inf,-Inf,NA
2363,"Villars-lès-Dombes, Nativité de la Vierge (église dépendante)",Nativité de la Vierge (église dépendante),46.001433946,5.029107,precise,Lyon,2,1225,1225,0,Inf,-Inf,NA
2364,"Montalieu-Vercieu, Vocable inconnu (église dépendante)",Vocable inconnu (église dépendante),45.8080939,5.3942099999,precise,Lyon,2,1225,1225,0,Inf,-Inf,NA
2365,"Saint-Maurice-lès-Châteauneuf, Vocable inconnu (église dépendante)",Vocable inconnu (église dépendante),46.216900406,4.2530300289,precise,Mâcon,2,1412,1412,0,Inf,-Inf,NA
2366,"Fuisse, Vocable inconnu (église dépendante)",Vocable inconnu (église dépendante),46.279731134,4.7421383888,precise,Mâcon,2,1412,1412,0,Inf,-Inf,NA
2367,"Tancon, Vocable inconnu (église dépendante)",Vocable inconnu (église dépendante),46.201980735,4.2635212466,precise,Mâcon,2,1412,1412,0,Inf,-Inf,NA
2368,"Vezelay, Sainte-Marie-Madeleine",Sainte Marie-Madeleine,47.465674,3.746143,rue,Autun,6,1538,1791,253,1538,1791,253
2369,"Varennes-lès-Mâcon, Saint-Marcel (église dépendante)",Saint-Marcel (église dépendante),46.270553431,4.8069598073,precise,Mâcon,2,1412,1412,0,Inf,-Inf,NA
2370,"Aranc, Saint-Paul (église dépendante)",Saint-Paul (église dépendante),46.003505598,5.5101420003,commune,Lyon,2,1225,1225,0,Inf,-Inf,NA
2371,"Chazey-sur-Ain, Saint-Pierre-Saint-Paul (église dépendante)",Saint-Pierre-Saint-Paul (église dépendante),45.893009039,5.2565063307,precise,Lyon,2,1225,1225,0,Inf,-Inf,NA
2372,"Mairy-sur-Marne, Vocable inconnu (église dépendante)",Vocable inconnu (église dépendante),48.882487,4.409616,rue,Reims,2,1119,1119,0,Inf,-Inf,NA
2373,"Saint-Trivier-de-Courtes, Saint-Trivier (église dépendante)",Saint-Trivier (église dépendante),46.459318396,5.0828875635,precise,Lyon,2,1225,1225,0,Inf,-Inf,NA
2374,"Witry-lès-Reims, Saint-Symphorien (église dépendante)",Saint-Symphorien (église dépendante),49.29282,4.122191,rue,Reims,2,1119,1119,0,Inf,-Inf,NA
2375,"Fresnes-lès-Reims, Saint-Martin (église dépendante)",Saint-Martin (église dépendante),49.338398,4.0971399,rue,Reims,2,1119,1119,0,Inf,-Inf,NA
2376,"Arbigny, Saint-Pierre (église dépendante)",Saint-Pierre (église dépendante),46.469465949,4.9707200113,precise,Lyon,2,1225,1225,0,Inf,-Inf,NA
2377,"Sermoyer, Saint-Pierre-Saint-Paul (église dépendante)",Saint-Pierre-Saint-Paul (église dépendante),46.497164393,4.9797292056,precise,Lyon,2,1225,1225,0,Inf,-Inf,NA
2378,"Crottet, Saint-Paul (église dépendante)",Saint-Paul (église dépendante),46.278204592,4.8936984847,precise,Lyon,2,1225,1225,0,Inf,-Inf,NA
2379,"Montceaux, Vocable inconnu (église dépendante)",Vocable inconnu (église dépendante),46.092419684,4.7927330973,precise,Lyon,2,1225,1225,0,Inf,-Inf,NA
2380,"Saint-Paul-de-Varax, Saint-Paul (église dépendante)",Saint-Paul (église dépendante),46.099568744,5.1297485694,precise,Lyon,2,1225,1225,0,Inf,-Inf,NA
2381,"Béligneux, Saint-Pierre (église dépendante)",Saint-Pierre (église dépendante),45.867036839,5.1286973498,precise,Lyon,2,1225,1225,0,Inf,-Inf,NA
2382,"Versailleux, Saint-Pierre-Saint-Paul (église dépendante)",Saint-Pierre-Saint-Paul (église dépendante),45.980016194,5.1033617814,precise,Lyon,2,1225,1225,0,Inf,-Inf,NA
2383,"Rignieux-le-Franc, Saint-Paul (église dépendante)",Saint-Paul (église dépendante),45.940858005,5.189744367,precise,Lyon,2,1225,1225,0,Inf,-Inf,NA
2384,"Chalamont, Vocable inconnu (église dépendante)",Vocable inconnu (église dépendante),46.023537,5.1635129999,precise,Lyon,2,1225,1225,0,Inf,-Inf,NA
2385,"Thil, Vocable inconnu (église dépendante)",Vocable inconnu (église dépendante),45.814745093,5.0217751894,precise,Lyon,2,1225,1225,0,Inf,-Inf,NA
2386,"Saint-Lager, Vocable inconnu (église dépendante)",Vocable inconnu (église dépendante),46.112772817,4.6731142209,precise,Lyon,2,1225,1225,0,Inf,-Inf,NA
2387,"Odenas, Vocable inconnu (église dépendante)",Vocable inconnu (église dépendante),46.088439533,4.6416642985,precise,Lyon,2,1225,1225,0,Inf,-Inf,NA
2388,"Châtillon, Vocable inconnu (église dépendante)",Vocable inconnu (église dépendante),45.877698352,4.6455520514,precise,Lyon,2,1225,1225,0,Inf,-Inf,NA
2389,"Saint-Didier-sous-Riverie, Vocable inconnu (église dépendante)",Vocable inconnu (église dépendante),45.59601036,4.6084665925,precise,Lyon,2,1225,1225,0,Inf,-Inf,NA
2390,"Riverie, Vocable inconnu (église dépendante)",Vocable inconnu (église dépendante),45.599023757,4.5884185754,commune,Lyon,2,1225,1225,0,Inf,-Inf,NA
2391,"Valfleury, Vocable inconnu (église dépendante)",Vocable inconnu (église dépendante),45.522564975,4.4926745631,precise,Lyon,2,1225,1225,0,Inf,-Inf,NA
2392,"Larajasse, Vocable inconnu (église dépendante)",Vocable inconnu (église dépendante),45.614387882,4.5007538184,precise,Lyon,2,1225,1225,0,Inf,-Inf,NA
2393,"Lyon, Saint-Vincent (église dépendante)",Saint-Vincent (église dépendante),45.76857848,4.8284170356,precise,Lyon,2,1281,1281,0,Inf,-Inf,NA
2394,"Bourcia, Saint-Gengulphe (église dépendante)",Saint-Gengulphe (église dépendante),46.353400273,5.4090984988,precise,Lyon,2,NA,NA,NA,Inf,-Inf,NA
2395,"Nantey, Vocable inconnu (église dépendante)",Vocable inconnu (église dépendante),46.408175977,5.4029639772,precise,Lyon,2,NA,NA,NA,Inf,-Inf,NA
2396,"Curtafond, Notre-Dame de l'Assomption (église dépendante)",Notre-Dame de l'Assomption (église dépendante),46.2706419,5.0903361349,precise,Lyon,2,NA,NA,NA,Inf,-Inf,NA
2397,"Bény, Saint-Vincent (église dépendante)",Saint-Vincent (église dépendante),46.317983272,5.2842193644,precise,Lyon,2,NA,NA,NA,Inf,-Inf,NA
2398,"Fontaines-sur-Saône, Notre-Dame (église dépendante)",Notre-Dame (église dépendante),45.833169543,4.8493705122,precise,Lyon,2,1306,1790,484,Inf,-Inf,NA
2399,"Saint-Georges-en-Couzan, Saint-Georges  (église dépendante)",Saint-Georges  (église dépendante),45.701098714,3.931147449,precise,Lyon,2,NA,1790,NA,Inf,-Inf,NA
2400,"Grièges, Saint-Martin (église dépendante)",Saint-Martin (église dépendante),46.25514107,4.8504807863,precise,Lyon,2,1225,1225,0,Inf,-Inf,NA
2401,"Roanne, Vocable inconnu (église dépendante)",Vocable inconnu (église dépendante),46.039719994,4.0713914464,precise,Lyon,2,NA,NA,NA,Inf,-Inf,NA
2402,"Sauvain, Vocable inconnu (église dépendante)",Vocable inconnu (église dépendante),45.673577638,3.9067096223,precise,Lyon,2,1501,1600,99,Inf,-Inf,NA
2403,"Montaiguet-en-Forez, Sainte-Trinité",Sainte Trinité,46.270603362,3.8012466957,precise,Autun,4,1496,1790,294,1496,1790,294
2404,"Bezannes, Saint-Martin (église dépendante)",Saint-Martin (église dépendante),49.222334895,3.9862325052,precise,Reims,2,1301,1400,99,Inf,-Inf,NA
2405,"Bezannes, Sainte-Geneviève (église dépendante)",Sainte-Geneviève (église dépendante),49.223311,3.987756,rue,Reims,2,1119,1400,281,1119,1400,281
2406,"Mars-sous-Bourcq, Vocable inconnu (église dépendante)",Vocable inconnu (église dépendante),49.396876,4.6408669,rue,Reims,2,1119,1400,281,1119,1400,281
2407,"Bourcq, Vocable inconnu (église dépendante)",Vocable inconnu (église dépendante),49.385969,4.634114,rue,Reims,2,1119,1350.5,231.5,Inf,1400,NA
2408,"Coulommes-et-Marqueny, Saint-Pierre (église dépendante)",Saint-Pierre (église dépendante),49.435438537,4.5788202083,precise,Reims,2,1060,1060,0,Inf,-Inf,NA
2409,"Berru, Saint-Symphorien (église dépendante)",Saint-Symphorien (église dépendante),49.271878543,4.1529425382,precise,Reims,2,1119,1119,0,Inf,-Inf,NA
2410,"Manre, Saint-Martin (église dépendante)",Saint-Martin (église dépendante),49.261724,4.664477,rue,Reims,2,1119,1119,0,Inf,-Inf,NA
2411,"Annonay, Notre-Dame",Notre-Dame,45.240694833,4.6688349437,precise,Vienne,2,NA,NA,NA,Inf,-Inf,NA
2412,"Fleurieu-sur-Saône, Vocable inconnu (église dépendante)",Vocable inconnu (église dépendante),45.861668559,4.8457044418,precise,Lyon,2,NA,NA,NA,Inf,-Inf,NA
2413,"Genouilleux, Saint-Pierre (église dépendante)",Saint-Pierre (église dépendante),46.11928279,4.7858927286,precise,Lyon,2,NA,NA,NA,Inf,-Inf,NA
2414,"Solaize, Saint-Sylvestre (vocable incertain) (église dépendante)",Saint-Sylvestre (vocable incertain) (église dépendante),45.63931181,4.8407375742,precise,Lyon,2,NA,NA,NA,Inf,-Inf,NA
2415,"Mions, Sainte-Marie-Madeleine (église dépendante)",Sainte-Marie-Madeleine (église dépendante),45.663860257,4.9574604657,precise,Lyon,2,NA,NA,NA,Inf,-Inf,NA
2416,"Quincieux, Vocable inconnu (église dépendante)",Vocable inconnu (église dépendante),45.915029331,4.7794100964,precise,Lyon,2,1225,1225,0,Inf,-Inf,NA
2417,"Saint-Jodard, Vocable inconnu (église dépendante)",Vocable inconnu (église dépendante),45.880922938,4.1326957119,precise,Lyon,2,NA,NA,NA,Inf,-Inf,NA
2418,"Francheville, Vocable inconnu (église dépendante)",Vocable inconnu (église dépendante),45.737954418,4.7648419898,precise,Lyon,2,NA,NA,NA,Inf,-Inf,NA
2419,"Saint-Martin-en-Haut, Vocable inconnu (église dépendante)",Vocable inconnu (église dépendante),45.668935147,4.5733795796,precise,Lyon,2,NA,NA,NA,Inf,-Inf,NA
2420,"Brignais, Saint-Clair (église dépendante)",Saint-Clair (église dépendante),45.673943326,4.7542349162,precise,Lyon,2,NA,NA,NA,Inf,-Inf,NA
2421,"Saint-Laurent-d'Agny, Vocable inconnu (église dépendante)",Vocable inconnu (église dépendante),45.641089764,4.6870738025,precise,Lyon,2,NA,NA,NA,Inf,-Inf,NA
2422,"Montherme, Saint-Léger (église dépendante)",Saint-Léger (église dépendante),49.885333307,4.7309456,precise,Reims,2,NA,NA,NA,Inf,-Inf,NA
2423,"Chaussan, Saint-Jean (église dépendante)",Saint-Jean (église dépendante),45.633264982,4.6395175642,precise,Lyon,2,NA,NA,NA,Inf,-Inf,NA
2424,"Dargoire, Vocable inconnu (église dépendante)",Vocable inconnu (église dépendante),45.560768766,4.6668782293,precise,Lyon,2,NA,NA,NA,Inf,-Inf,NA
2425,"Saint-Jean-de-Touslas, Vocable inconnu (église dépendante)",Vocable inconnu (église dépendante),45.577195266,4.6620873472,precise,Lyon,2,NA,NA,NA,Inf,-Inf,NA
2426,"Rochetaillée, Vocable inconnu (église dépendante)",Vocable inconnu (église dépendante),45.411328648,4.4456283924,precise,Lyon,2,NA,NA,NA,Inf,-Inf,NA
2427,"Saint-Chamond, Saint-Ennemond (église dépendante)",Saint-Ennemond (église dépendante),45.474733452,4.5112474138,precise,Lyon,2,NA,NA,NA,Inf,-Inf,NA
2428,"Sorbiers, Vocable inconnu (église dépendante)",Vocable inconnu (église dépendante),45.48775832,4.4507864308,precise,Lyon,2,NA,NA,NA,Inf,-Inf,NA
2429,"Luriecq, Vocable inconnu (église dépendante)",Vocable inconnu (église dépendante),45.45159251,4.0803740884,precise,Lyon,2,1225,1225,0,Inf,-Inf,NA
2430,"Marols, Vocable inconnu (église dépendante)",Vocable inconnu (église dépendante),45.478269027,4.0449253888,precise,Lyon,2,NA,NA,NA,Inf,-Inf,NA
2431,"Chenereilles, Vocable inconnu (église dépendante)",Vocable inconnu (église dépendante),45.484969466,4.0786125992,precise,Lyon,2,NA,NA,NA,Inf,-Inf,NA
2432,"Saint-Just-en-Bas, Saint-Just (église dépendante)",Saint-Just (église dépendante),45.730452487,3.8811377167,precise,Lyon,2,NA,NA,NA,Inf,-Inf,NA
2433,"Chalmazel, Vocable inconnu (église dépendante)",Vocable inconnu (église dépendante),45.703896505,3.8509362,precise,Lyon,2,1225,1225,0,Inf,-Inf,NA
2434,"Saint-Forgeux, Saint-Ferréol (église dépendante)",Saint-Ferréol (église dépendante),45.859522776,4.4766281792,precise,Lyon,2,NA,NA,NA,Inf,-Inf,NA
2435,"Saint-Clément-sur-Valsonne, Saint-Clément (église dépendante)",Saint-Clément (église dépendante),45.924309664,4.4550126884,precise,Lyon,2,NA,NA,NA,Inf,-Inf,NA
2436,"Valsonne, Vocable inconnu (église dépendante)",Vocable inconnu (église dépendante),45.947098654,4.4307272943,precise,Lyon,2,1220,1220,0,Inf,-Inf,NA
2437,"Saint-Appolinaire, Saint-Apollinaire (église dépendante)",Saint-Apollinaire (église dépendante),45.976068615,4.4239739816,precise,Lyon,2,NA,NA,NA,Inf,-Inf,NA
2438,"Saint-Just-d'Avray, Saint-Just (église dépendante)",Saint-Just (église dépendante),46.002536921,4.447693363,precise,Lyon,2,NA,NA,NA,Inf,-Inf,NA
2439,"Chamelet, Vocable inconnu (église dépendante)",Vocable inconnu (église dépendante),45.983425015,4.5105368037,precise,Lyon,2,1220,1220,0,Inf,-Inf,NA
2440,"Létra, Vocable inconnu (église dépendante)",Vocable inconnu (église dépendante),45.962819657,4.5242493558,precise,Lyon,2,NA,NA,NA,Inf,-Inf,NA
2441,"Chambost-Allières, Vocable inconnu (église dépendante)",Vocable inconnu (église dépendante),46.016730931,4.5160927582,precise,Lyon,2,1220,1220,0,Inf,-Inf,NA
